Review Number,Source,Location,Review
167,google reviews,"Queen Mary Rd, Montreal","Cette année, la Banque Scotia m'a surpris par son attitude inacceptable envers ses clients. J'ai été surpris par un conseiller qui ne parle pas français et travaille avec un traducteur, a fermé les succursales du 26 au 31 décembre et en même temps bloqué les guichets automatiques qui ne donnent et n'acceptent pas d'argent, ainsi qu'un service téléphonique avec des clients qui ne fonctionne pas encore. Mon attitude envers la Banque Scotia est devenue négative. Zéro étoiles."
168,google reviews,"Queen Mary Rd, Montreal","Anything this bank. She refuses AMEX cards to people who are not permanent residents even though my application for permanent residence is about to be accepted and I have been working in Canada for two years without having had debt with the two credit cards I have. ai. In addition, they require you to sign up for another Scotiabank credit card."
169,google reviews,"Queen Mary Rd, Montreal","I change consultants all the time, and they never respond to my emails or phone messages. I can't wait to transfer what needs to be transferred and close everything as quickly as possible."
170,google reviews,"Queen Mary Rd, Montreal",Cannot operate at the ATM at night: impossible to open the door.
171,google reviews,"Queen Mary Rd, Montreal",Very poor customer service!!!
172,google reviews,"Queen Mary Rd, Montreal",Bank which has banking fees....Another institution which pays no tax
173,google reviews,"Queen Mary Rd, Montreal",None from none
174,google reviews,"Queen Mary Rd, Montreal",No service
175,google reviews,,
176,google reviews,,
177,google reviews,,
178,google reviews,"Decarie Blvd, Montreal","Would give no star if I could, rude, unprofessional, dismissive staff, Asian manager should be fired, has no manor and shouldn’t be dealing with people"
179,google reviews,"Decarie Blvd, Montreal","About 20-30 minutes ago, I came to deposit $285, your atm on the right, put back out the $5, then total deposit displayed was $220. So I cancelled the deposit. But your atm gave me back $220! Your atm ate my $60 :("
180,google reviews,"Decarie Blvd, Montreal","""My bad luck took me there yesterday to do a teller work. went inside , found one teller serving a customer and i was seeing two workers sitting on the middle table where you greet customers talking to each other and later joined by two gentlemen , this nice social visit took about 12 minutes . Then one of the ladies asked me to come to be helped. i approached and i told the lady ... Finally after 12 minutes waiting ... She replied by saying """"we were working """" ( something i didn't see ) . i told her i thing that's not true , i told her """"i go to Scotia at cote vertu and they're more cooperative"""" , IMAGINE what her answer was ... ok it's better for you to go there !!! What ? i told her are you kicking me out of this branch where i have more than 20 years of business ??? I was informed that those nice polite sentences came out of the employee who's responsible of welcoming people when they enter the bank ... If this is the level of the employees then Good Bye Ferrier branch ... Pity . This branch used to be run by professionals but it looks like that the nice reputation is ruined by some irresponsible amateurs. I strongly suggest the branch to correct this crazy action towards clients. At the end clients are the people who keep the bank alive not some lazy irresponsible amateurs. Avoiding this branch is very good for the health . I have her name written by herself because i asked her to do so but i'm keeping it for now , let's see if the branch cares about it's clients or no ."""
181,google reviews,"Decarie Blvd, Montreal","As expected from every Scotiabank, bad experience. Ordered a credit card, usually comes 1-2 weeks yet the only thing i received was the Scene card. Hilarious. And the one who opened the account for me didn't have a good follow up. The online chat was more efficient and good customer service. Highly recommend to do everything by phone or online, they do know what is real cx service. Too bad there are some exceptions. Sent the 2nd time credit card straight to the bank. They took hours to just activate the card ... Just saying, better everything online. Wasn't surprised of their services."
182,google reviews,"Decarie Blvd, Montreal","""I was not expecting any """"good"""" service from the bank as I just need to get my things done. However, I was refused to be serviced today without even checking anything?! I was trying to deposit a bank draft to a business account with detailed instructions from the business, I was told I cannot do anything to the business account. The teller was not even check anything and told me nothing she can do. I went to ANOTHER branch and I was SUCCESSFULLY deposited the draft. I have all the requirement information to finish the transaction!"""
183,google reviews,"Decarie Blvd, Montreal",Worst experience with this branch because everytime I go they say we will do that work tomorrow or the representatives are not available I regret going there!! Because of this branch I will change my bank worst branch ever!!!!! And some of the representatives shows attitude like u can see on their faces that they don’t want to do your work
184,google reviews,"Decarie Blvd, Montreal","I am a student here and indulged with some fraud. I went to this branch... Employee outside were helping but they send me to the Employee named Abhi... First, she doesn't understand what i was trying to tell. After that, she made a fun of me and my accent. With no doubt she helped which she had to. I also asked her abut my credit card which she said yes its working as she was so curious to send me outside. Because of the working hours. After that day I applied for the new credit card as old one was blocked which she couldn't see. Really disappointed."
